"review_id";"tag_id";"date_publish";"rating";"sentiment_score";"is_positive";"is_negative";"is_neutral"
1064417269701134138;7;2019-07-31;5.0;0;false;false;true
1676918766780634537;7;2019-07-31;5.0;1;true;false;false
56307380955032011;7;2019-07-31;5.0;1;true;false;false
102646055926834767;7;2019-07-31;5.0;1;true;false;false
110293137585747094;7;2019-07-31;5.0;1;true;false;false
708510377671544275;7;2019-07-31;4.0;0;false;false;true
714007740000027184;7;2019-07-31;5.0;0;false;false;true
257350277818179705;7;2019-07-31;5.0;1;true;false;false
1208533607790758325;7;2019-07-31;4.0;0;false;false;true
6202294987961568;11;2019-07-31;1.0;1;true;false;false
103090764717605876;13;2019-07-31;5.0;1;true;false;false
13121589346276857;13;2019-07-31;5.0;1;true;false;false
710466587953038414;29;2019-07-31;1.0;1;true;false;false
711466587953038414;29;2019-07-31;1.0;1;true;false;false
779233479639429209;29;2019-07-31;2.0;-1;false;true;false
213279695417144481;29;2019-07-31;4.0;1;true;false;false
96355478222178535;29;2019-07-31;5.0;1;true;false;false
7115212570947124455;29;2019-07-31;5.0;1;true;false;false
27534744808332850;29;2019-07-31;5.0;1;true;false;false
3942578018543814697;29;2019-07-31;5.0;1;true;false;false
3942578018543814697;29;2019-07-31;5.0;1;true;false;false
1753228730885223;29;2019-07-31;5.0;1;true;false;false
7104030957496531369;29;2019-07-31;4.0;1;true;false;false
1424676127578675643;29;2019-07-31;5.0;1;true;false;false
1075712953773593633;29;2019-07-31;3.0;1;true;false;false
7166540407506261543;29;2019-07-31;5.0;1;true;false;false
4447321402583635162;29;2019-07-31;4.0;1;true;false;false
7126455576060898920;29;2019-07-31;4.0;1;true;false;false
991933837192388886;29;2019-07-31;4.0;-1;false;true;false
1420169479421769;29;2019-07-31;5.0;1;true;false;false
68897764260269623;29;2019-07-31;5.0;1;true;false;false
12195647183674142;29;2019-07-31;1.0;1;true;false;false
12195647183674142;29;2019-07-31;1.0;1;true;false;false
72672407547018862;29;2019-07-31;1.0;1;true;false;false
711522717866228826;29;2019-07-31;4.0;1;true;false;false
7160657861244623191;29;2019-07-31;5.0;1;true;false;false
1496746806416982438;29;2019-07-31;5.0;1;true;false;false
1626484522589620049;29;2019-07-31;2.0;1;true;false;false
7139583130387054925;29;2019-07-31;5.0;1;true;false;false
5239867286410838187;29;2019-07-31;1.0;1;true;false;false
99362203516503436;29;2019-07-31;4.0;1;true;false;false
34300579965991656;29;2019-07-31;5.0;1;true;false;false
79801929130798984;29;2019-07-31;3.0;1;true;false;false
104726730871117696;29;2019-07-31;3.0;1;true;false;false
7112797244182992358;29;2019-07-31;5.0;1;true;false;false
7130073776087271005;29;2019-07-31;3.0;1;true;false;false
116529125826518372;29;2019-07-31;3.0;1;true;false;false
73630912035753327;29;2019-07-31;5.0;1;true;false;false
117247869264172524;29;2019-07-31;1.0;1;true;false;false
711341880997183213;29;2019-07-31;5.0;1;true;false;false
131201589346276857;29;2019-07-31;5.0;1;true;false;false
99026925712329681;29;2019-07-31;5.0;1;true;false;false
38540976522181666;29;2019-07-31;5.0;1;true;false;false
64746798976654899;29;2019-07-31;4.0;1;true;false;false
11742038448723706;29;2019-07-31;3.0;1;true;false;false
120522495616719603;29;2019-07-31;1.0;1;true;false;false
87480860977385964;29;2019-07-31;1.0;1;true;false;false
100034543920587284;29;2019-07-31;1.0;1;true;false;false
707704222096334285;29;2019-07-31;1.0;1;true;false;false
717731177749889321;29;2019-07-31;1.0;1;true;false;false
717731177719889321;29;2019-07-31;1.0;1;true;false;false
717731177419889321;29;2019-07-31;1.0;1;true;false;false
7177311777419889321;29;2019-07-31;1.0;1;true;false;false
1467916551362281298;29;2019-07-31;3.0;1;true;false;false
7112082218332349123;29;2019-07-31;4.0;1;true;false;false
4447321402583635162;30;2019-07-31;4.0;1;true;false;false
7112082218332349123;30;2019-07-31;4.0;1;true;false;false
2213279695417144481;31;2019-07-31;4.0;1;true;false;false
1085164852932307494;31;2019-07-31;5.0;1;true;false;false
68897764260269623;36;2019-07-31;5.0;1;true;false;false
1770556246310381950;42;2019-07-31;4.0;-1;false;true;false
1446299706817856170;42;2019-07-31;1.0;-1;false;true;false
7160657861244623191;42;2019-07-31;5.0;0;false;false;true
7131633795921623945;45;2019-07-31;4.0;1;true;false;false
267864639578625396;7;2022-06-07;5.0;0;false;false;true
1070954538003352483;7;2022-06-08;1.0;1;true;false;false
27192075149588208;7;2022-06-08;4.0;0;false;false;true
1705712914037742606;7;2022-06-08;5.0;1;true;false;false
4879523875707522619;7;2022-06-01;5.0;1;true;false;false
1052518556895502412;7;2022-06-08;5.0;1;true;false;false
1091812888318419405;7;2022-06-08;5.0;0;false;false;true
9131034062811859110;7;2022-06-07;1.0;0;false;false;true
7172186610003628593;7;2022-06-07;5.0;1;true;false;false
123436214525158467;7;2022-06-01;5.0;0;false;false;true
2622965682299098;7;2022-06-08;5.0;1;true;false;false
1087628104187251867;7;2022-06-07;5.0;1;true;false;false
29868567029602058;7;2022-06-08;5.0;1;true;false;false
7113253684479022787;7;2022-06-08;5.0;1;true;false;false
106071218145478619;7;2022-06-08;4.0;0;false;false;true
7085761068330402219;7;2022-06-01;1.0;1;true;false;false
7977890704370891751;7;2022-06-01;5.0;1;true;false;false
1691292837197850439;7;2022-06-07;4.0;0;false;false;true
1078825155703035526;7;2022-06-08;1.0;0;false;false;true
1062209315179973800;7;2022-06-08;4.0;1;true;false;false
993654817459925952;7;2022-06-08;4.0;1;true;false;false
7072368942268070603;7;2022-06-08;5.0;1;true;false;false
37453139017019572;7;2022-06-01;4.0;0;false;false;true
